DATAFLOW,LAST UPDATE,freq,unit,coicop18,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Malta,2019,1.5,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Malta,2020,0.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Malta,2021,0.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Malta,2022,6.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Malta,2023,5.6,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Malta,2024,2.4,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Malta,2025,2.4,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Netherlands,2016,0.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Netherlands,2017,1.3,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Netherlands,2018,1.6,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Netherlands,2019,2.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Netherlands,2020,1.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Netherlands,2021,2.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Netherlands,2022,11.6,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Netherlands,2023,4.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Netherlands,2024,3.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Netherlands,2025,3.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Norway,2016,3.9,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Norway,2017,1.9,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Norway,2018,3.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Norway,2019,2.3,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Norway,2020,1.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Norway,2021,3.9,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Norway,2022,6.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Norway,2023,5.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Norway,2024,2.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Norway,2025,2.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Poland,2016,-0.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Poland,2017,1.6,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Poland,2018,1.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Poland,2019,2.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Poland,2020,3.6,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Poland,2021,5.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Poland,2022,13.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Poland,2023,10.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Poland,2024,3.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Poland,2025,3.3,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Portugal,2016,0.6,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Portugal,2017,1.6,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Portugal,2018,1.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Portugal,2019,0.3,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Portugal,2020,-0.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Portugal,2021,0.9,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Portugal,2022,8.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Portugal,2023,5.3,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Portugal,2024,2.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Portugal,2025,2.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Romania,2016,-1.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Romania,2017,1.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Romania,2018,4.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Romania,2019,3.9,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Romania,2020,2.3,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Romania,2021,4.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Romania,2022,12.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Romania,2023,9.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Romania,2024,5.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Romania,2025,6.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Serbia,2016,1.3,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Serbia,2017,3.3,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Serbia,2018,2.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Serbia,2019,1.9,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Serbia,2020,1.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Serbia,2021,4.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Serbia,2022,11.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Serbia,2023,12.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Serbia,2024,4.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Serbia,2025,4.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Sweden,2016,1.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Sweden,2017,1.9,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Sweden,2018,2.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Sweden,2019,1.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Sweden,2020,0.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Sweden,2021,2.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Sweden,2022,8.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Sweden,2023,5.9,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Sweden,2024,2.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Sweden,2025,2.6,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovenia,2016,-0.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovenia,2017,1.6,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovenia,2018,1.9,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovenia,2019,1.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovenia,2020,-0.3,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovenia,2021,2.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovenia,2022,9.3,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovenia,2023,7.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovenia,2024,2.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovenia,2025,2.5,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovakia,2016,-0.5,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovakia,2017,1.4,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovakia,2018,2.5,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovakia,2019,2.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovakia,2020,2.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovakia,2021,2.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovakia,2022,12.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovakia,2023,11.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovakia,2024,3.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Slovakia,2025,4.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United Kingdom,2016,0.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United Kingdom,2017,2.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United Kingdom,2018,2.5,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United Kingdom,2019,1.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United States,2016,0.6,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United States,2017,1.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United States,2018,2.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United States,2019,1.4,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United States,2020,0.8,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United States,2021,5.3,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United States,2022,8.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United States,2023,3.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,United States,2024,2.0,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Kosovo*,2017,1.5,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Kosovo*,2018,1.1,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Kosovo*,2019,2.7,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Kosovo*,2020,0.2,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Kosovo*,2021,3.4,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Kosovo*,2022,11.6,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Kosovo*,2023,4.9,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Kosovo*,2024,1.6,,
ESTAT:TEC00118(1.0),16/04/26 11:00:00,Annual,Annual average rate of change,Total,Kosovo*,2025,3.9,,
