DATAFLOW,LAST UPDATE,freq,unit,nace_r2,lcstruct,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020,1.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2021,0.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2022,3.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2023,5.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2024,4.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area - 19 countries  (2015-2022),2016,1.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area - 19 countries  (2015-2022),2017,2.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area - 19 countries  (2015-2022),2018,2.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area - 19 countries  (2015-2022),2019,2.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area - 19 countries  (2015-2022),2020,1.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area - 19 countries  (2015-2022),2021,0.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area - 19 countries  (2015-2022),2022,3.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area - 19 countries  (2015-2022),2023,5.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area - 19 countries  (2015-2022),2024,4.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area - 19 countries  (2015-2022),2025,2.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area – 20 countries (2023-2025),2016,1.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area – 20 countries (2023-2025),2017,2.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area – 20 countries (2023-2025),2018,2.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area – 20 countries (2023-2025),2019,2.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area – 20 countries (2023-2025),2020,1.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area – 20 countries (2023-2025),2021,0.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area – 20 countries (2023-2025),2022,3.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area – 20 countries (2023-2025),2023,5.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area – 20 countries (2023-2025),2024,4.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Euro area – 20 countries (2023-2025),2025,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Estonia,2016,5.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Estonia,2017,6.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Estonia,2018,6.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Estonia,2019,6.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Estonia,2020,3.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Estonia,2021,4.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Estonia,2022,13.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Estonia,2023,6.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Estonia,2024,8.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Estonia,2025,9.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Greece,2016,-2.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Greece,2017,-1.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Greece,2018,2.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Greece,2019,1.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Greece,2020,0.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Greece,2021,-0.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Greece,2022,5.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Greece,2023,3.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Greece,2024,6.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Greece,2025,9.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Spain,2016,0.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Spain,2017,0.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Spain,2018,0.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Spain,2019,1.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Spain,2020,3.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Spain,2021,-0.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Spain,2022,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Spain,2023,4.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Spain,2024,4.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Spain,2025,3.3,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,1.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,2.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,2.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2021,1.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,4.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,5.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,5.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,3.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 15 countries (1995-2004),2016,1.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 15 countries (1995-2004),2017,2.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 15 countries (1995-2004),2018,2.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 15 countries (1995-2004),2019,2.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 15 countries (1995-2004),2020,3.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 15 countries (1995-2004),2021,2.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 15 countries (1995-2004),2022,4.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 27 countries (from 2020),2016,1.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 27 countries (from 2020),2017,2.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 27 countries (from 2020),2018,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 27 countries (from 2020),2019,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 27 countries (from 2020),2020,2.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 27 countries (from 2020),2021,1.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 27 countries (from 2020),2022,4.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 27 countries (from 2020),2023,5.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 27 countries (from 2020),2024,5.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 27 countries (from 2020),2025,3.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 28 countries (2013-2020),2016,1.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 28 countries (2013-2020),2017,2.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 28 countries (2013-2020),2018,2.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),European Union - 28 countries (2013-2020),2019,2.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Finland,2016,0.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Finland,2017,-1.0,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Finland,2018,2.0,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Finland,2019,1.4,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Finland,2020,1.1,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Finland,2021,3.0,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Finland,2022,2.9,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Finland,2023,3.1,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Finland,2024,2.4,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Finland,2025,3.6,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),France,2016,1.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),France,2017,2.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),France,2018,1.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),France,2019,1.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),France,2020,2.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),France,2021,0.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),France,2022,3.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),France,2023,4.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),France,2024,3.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),France,2025,2.5,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Croatia,2016,-7.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Croatia,2017,4.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Croatia,2018,7.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Croatia,2019,3.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Croatia,2020,0.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Croatia,2021,3.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Croatia,2022,8.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Croatia,2023,13.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Croatia,2024,13.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Croatia,2025,12.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Hungary,2016,5.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Hungary,2017,13.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Hungary,2018,11.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Hungary,2019,11.8,b,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Hungary,2020,7.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Hungary,2021,7.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Hungary,2022,14.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Hungary,2023,19.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Hungary,2024,11.4,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Hungary,2025,7.8,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Ireland,2016,1.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Ireland,2017,2.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Ireland,2018,2.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Ireland,2019,1.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Ireland,2020,3.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Ireland,2021,3.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Ireland,2022,3.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Ireland,2023,5.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry (except construction),Wages and salaries (total),Ireland,2024,5.7,,
